_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,airline_sentiment,airline_sentiment:confidence,negativereason,negativereason:confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
681448783,FALSE,finalized,3,2/25/15 3:26,neutral,1,,,Virgin America,,AirlineFuel,,0,"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ",,2/20/15 9:52,5.6883E+17,Global,Sydney
681448784,FALSE,finalized,3,2/25/15 9:31,negative,1,Customer Service Issue,0.6655,Virgin America,,RobynMatza,,0,@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS,"[0.0, 0.0]",2/20/15 9:50,5.6883E+17,"New York, NY",Eastern Time (US & Canada)
681448785,FALSE,finalized,3,2/25/15 9:32,neutral,0.6625,,0,Virgin America,,SocialMedia305,,0,@VirginAmerica weather delays &gt; next few weeks ;) #JFK #BOS #DCA,,2/20/15 9:44,5.68829E+17,,Eastern Time (US & Canada)
681448786,FALSE,finalized,3,2/25/15 4:44,neutral,1,,,Virgin America,,sbaaronson,,0,@VirginAmerica @madbee95 check the website before you go to the airport!,,2/20/15 9:42,5.68828E+17,Los Angeles,
681448787,FALSE,finalized,3,2/25/15 4:29,negative,1,Customer Service Issue,1,Virgin America,,miekd,,0,@VirginAmerica Do you guys know your check-in links from emails are broken? http://t.co/2npXB6oBMr,,2/20/15 9:28,5.68825E+17,San Francisco,Pacific Time (US & Canada)
681448788,FALSE,finalized,3,2/25/15 9:22,neutral,1,,,Virgin America,,StevenMYoung,,0,@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp; w/the windchill -8,,2/20/15 9:25,5.68824E+17,"Brooklyn, NY",Eastern Time (US & Canada)
681448789,FALSE,finalized,3,2/25/15 2:25,positive,1,,,Virgin America,,thecompostcook,,0,@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry,"[37.77465018, -122.44032176]",2/20/15 8:53,5.68816E+17,"New York, NY",Eastern Time (US & Canada)
681448790,FALSE,finalized,3,2/25/15 9:54,negative,1,Lost Luggage,1,Virgin America,,snellbell,,1,"@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff",,2/20/15 8:38,5.68812E+17,,Quito
681448791,FALSE,finalized,3,2/25/15 10:59,negative,0.662,Flight Booking Problems,0.662,Virgin America,,chrisaguiar88,,0,@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.,,2/20/15 8:36,5.68811E+17,Massachusetts,
681448792,FALSE,finalized,3,2/25/15 1:44,positive,1,,,Virgin America,,matthewhirsch,,0,@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,,2/20/15 8:13,5.68806E+17,"Hoboken, NJ",Eastern Time (US & Canada)
681448793,FALSE,finalized,3,2/25/15 0:32,positive,0.6884,,,Virgin America,,GabriellaDago,,0,"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!",,2/20/15 8:06,5.68804E+17,New York City,Eastern Time (US & Canada)
681448794,FALSE,finalized,3,2/25/15 2:38,positive,0.6658,,,Virgin America,,AdamSinger,,0,@VirginAmerica happy to spend the day together. Let's do this!,,2/20/15 8:00,5.68802E+17,"San Francisco, CA",Central Time (US & Canada)
681448795,FALSE,finalized,3,2/25/15 7:30,neutral,0.375,,0,Virgin America,,GabriellaDago,,0,@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9,,2/20/15 7:54,5.68801E+17,New York City,Eastern Time (US & Canada)
681448796,FALSE,finalized,3,2/25/15 5:48,neutral,1,,,Virgin America,,MarcPerez,,0,@VirginAmerica missed my flight. How does standby work?,,2/20/15 7:33,5.68795E+17, California 92705,Pacific Time (US & Canada)
681448797,FALSE,finalized,3,2/25/15 8:06,positive,1,,,Virgin America,,JayRockerz,,0,.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps,,2/20/15 7:31,5.68795E+17,"39.149054,  -77.273589",Eastern Time (US & Canada)
681448798,FALSE,finalized,3,2/25/15 1:52,neutral,1,,,Virgin America,,mlbkid162,,0,@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS,,2/20/15 7:21,5.68793E+17,New york,
681448799,FALSE,finalized,3,2/25/15 9:05,positive,1,,,Virgin America,,Hwoodboy24,,0,@VirginAmerica thank you! I absolutely will _Ÿ˜_,,2/20/15 7:15,5.68791E+17,BOS â€¢ LA â€¢ NYC ,Pacific Time (US & Canada)
681448800,FALSE,finalized,3,2/25/15 3:17,negative,1,Can't Tell,1,Virgin America,,perMicah,,0,@virginamerica Looks like a broken link for your assets https://t.co/OArDjjGrrD,,2/20/15 7:11,5.6879E+17,"Brooklyn, NY",Quito
681448801,FALSE,finalized,3,2/25/15 2:45,neutral,0.6529,,,Virgin America,,GabriellaDago,,0,@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' _Ÿ˜˜,,2/20/15 6:38,5.68782E+17,New York City,Eastern Time (US & Canada)
681448802,FALSE,finalized,3,2/25/15 2:59,negative,1,Flight Booking Problems,0.6667,Virgin America,,perMicah,,0,@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg,,2/20/15 6:15,5.68776E+17,"Brooklyn, NY",Quito
681448803,FALSE,finalized,3,2/25/15 0:57,negative,1,Customer Service Issue,0.6237,Virgin America,,iamnayr,,0,"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW",,2/20/15 5:50,5.6877E+17,"San Francisco, CA",Pacific Time (US & Canada)
681448804,FALSE,finalized,3,2/25/15 7:56,neutral,1,,,Virgin America,,gemmabow19,,2,@VirginAmerica can u help this _Ÿ‘¸ @FreyaBevan_Fund needs urgent treatment in_Ÿ‡º_Ÿ‡¸2y old battling cancer could u help with flights _Ÿ’—#freyasfund,,2/20/15 3:32,5.68735E+17,,
681448805,FALSE,finalized,3,2/25/15 9:48,neutral,1,,,Virgin America,,BFPTravel,,0,@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel,,2/20/15 0:30,5.68689E+17,,London
681448806,FALSE,finalized,3,2/25/15 7:56,negative,1,Customer Service Issue,0.6596,Virgin America,,davidhfe,,0,@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW,,2/19/15 22:47,5.68663E+17,"San Francisco, CA",Pacific Time (US & Canada)
681448807,FALSE,finalized,3,2/25/15 9:38,negative,1,Flight Booking Problems,0.6841,Virgin America,,davidhfe,,0,@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?,,2/19/15 22:44,5.68662E+17,"San Francisco, CA",Pacific Time (US & Canada)
681448808,FALSE,finalized,3,2/25/15 2:49,neutral,0.6667,,,Virgin America,,chet,,0,@VirginAmerica add DTW and I'm sold!,,2/19/15 21:39,5.68646E+17,,Pacific Time (US & Canada)
681448809,FALSE,finalized,3,2/25/15 4:22,positive,0.6809,,,Virgin America,,TMAnderson10,,0,@VirginAmerica How about some free drinks on the flight back for the free promo?,,2/19/15 21:27,5.68643E+17,"Dallas, TX",
681448810,FALSE,finalized,3,2/25/15 1:01,positive,1,,,Virgin America,,SSal,,0,@VirginAmerica @SSal thanks!,,2/19/15 20:48,5.68633E+17,"Dutchess County, NY",Eastern Time (US & Canada)
681448811,FALSE,finalized,3,2/25/15 3:35,neutral,0.6354,,,Virgin America,,SoleXclusive415,,0,@VirginAmerica momma I made it! _Ÿ˜Å_Ÿ˜Å_Ÿ˜Å,,2/19/15 20:45,5.68632E+17,Bay Area,
681448812,FALSE,finalized,3,2/25/15 8:31,neutral,1,,,Virgin America,,SSal,,0,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.,,2/19/15 20:39,5.68631E+17,"Dutchess County, NY",Eastern Time (US & Canada)
681448813,FALSE,finalized,3,2/25/15 0:38,neutral,0.6742,,0,Virgin America,,SSal,,0,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!,,2/19/15 20:33,5.68629E+17,"Dutchess County, NY",Eastern Time (US & Canada)
681448814,FALSE,finalized,3,2/25/15 9:41,neutral,0.6745,,,Virgin America,,SoleXclusive415,,1,@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair,,2/19/15 20:22,5.68627E+17,Bay Area,
681448815,FALSE,finalized,3,2/25/15 4:03,negative,1,Lost Luggage,1,Virgin America,,j_payton,,0,"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage.",,2/19/15 19:10,5.68609E+17,San Francisco,Quito
681448816,FALSE,finalized,3,2/25/15 3:39,neutral,0.6461,,,Virgin America,,AQR415,,0,@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks,,2/19/15 19:06,5.68608E+17,San Francisco,Pacific Time (US & Canada)
681448817,FALSE,finalized,3,2/25/15 8:22,positive,0.6482,,,Virgin America,,SuuperG,,0,@VirginAmerica Thanks!,,2/19/15 18:57,5.68605E+17,Wandering So-Cal-ian,Pacific Time (US & Canada)
681448818,FALSE,finalized,3,2/25/15 5:55,positive,1,,,Virgin America,,imacsweb,,0,@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel,,2/19/15 18:54,5.68605E+17,At an airport near you....,Pacific Time (US & Canada)
681448819,FALSE,finalized,3,2/25/15 5:52,positive,1,,,Virgin America,,SuuperG,,0,@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef,,2/19/15 18:48,5.68603E+17,Wandering So-Cal-ian,Pacific Time (US & Canada)
681448820,FALSE,finalized,3,2/25/15 2:50,negative,1,Flight Booking Problems,0.6406,Virgin America,,El_Nel_81,,0,@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?,,2/19/15 18:18,5.68596E+17,,
681448821,FALSE,finalized,3,2/25/15 9:50,negative,0.6381,Flight Booking Problems,0.3279,Virgin America,,zoelle,,0,"@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :)",,2/19/15 17:37,5.68585E+17,San Francisco,Pacific Time (US & Canada)
681448822,FALSE,finalized,3,2/25/15 6:01,neutral,0.6703,,,Virgin America,,FreyaBevan_Fund,,1,"@VirginAmerica Many Thanks for the Follow.

#ourprincess #freyasfund #USA #Bandie 

Looking for Any Help_Ÿ˜ç

_Ÿ’—_Ÿ‡¬_Ÿ‡§_Ÿ’—_Ÿ‡º_Ÿ‡¸_Ÿ’—

_Ÿ_€_ŸŒè_Ÿ_€ http://t.co/UJfS9Zi6kd",,2/19/15 17:16,5.6858E+17,freyabevanfund@hotmail.com,
681448823,FALSE,finalized,3,2/25/15 3:51,neutral,0.6559,,,Virgin America,,traveldg,,0,"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd","[33.94696831, -118.40747994]",2/19/15 17:05,5.68577E+17,San Francisco,
681448824,FALSE,finalized,3,2/25/15 3:04,negative,1,Customer Service Issue,0.6543,Virgin America,,joyabsalon,,0,@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly _Ÿ˜¥,,2/19/15 17:04,5.68577E+17,Northern Virginia,Eastern Time (US & Canada)
681448825,FALSE,finalized,3,2/25/15 8:58,neutral,0.6673,,,Virgin America,,adavidson26,,0,@VirginAmerica is my new go to airline,,2/19/15 16:46,5.68572E+17,Bay Area,Pacific Time (US & Canada)
681448826,FALSE,finalized,3,2/25/15 2:22,neutral,1,,,Virgin America,,FreyaBevan_Fund,,1,"@VirginAmerica @VirginAtlantic @GMA @AmericanAir 

Can You Help #ourprincess in need of some help in #USA 

_Ÿ_€_Ÿ‡¬_Ÿ‡§_Ÿ_€_Ÿ‡º_Ÿ‡¸_Ÿ_€ http://t.co/778AzTDaer",,2/19/15 16:44,5.68572E+17,freyabevanfund@hotmail.com,
681448827,FALSE,finalized,3,2/25/15 3:37,positive,1,,,Virgin America,,SigmaRue,,0,"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks.",,2/19/15 15:31,5.68554E+17,"Portland, OR",Pacific Time (US & Canada)
681448828,FALSE,finalized,3,2/25/15 1:46,positive,0.6875,,,Virgin America,,MNDNCH,,0,@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.,,2/19/15 14:51,5.68544E+17,SD/LA/PS,Pacific Time (US & Canada)
681448829,FALSE,finalized,3,2/25/15 7:43,neutral,1,,,Virgin America,,AArt763,,0,@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?  #statusmatch #virginamerica,,2/19/15 14:43,5.68541E+17,,Arizona
681448830,FALSE,finalized,3,2/25/15 4:41,negative,0.6539,Customer Service Issue,0.3461,Virgin America,,conorjrogers,,0,@VirginAmerica trying to check-in...but looks like your site is down?,,2/19/15 14:25,5.68537E+17, DC | Jersey City,Eastern Time (US & Canada)
681448831,FALSE,finalized,3,2/25/15 8:56,negative,0.6558,Late Flight,0.6558,Virgin America,,bonniecamp,,1,"@VirginAmerica spending my birthday night with you, DAL-DCA. Get me home!",,2/19/15 14:06,5.68532E+17,,
681448832,FALSE,finalized,3,2/25/15 4:51,negative,0.6596,Customer Service Issue,0.3617,Virgin America,,GaySkiWeek,,0,@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.,,2/19/15 13:45,5.68527E+17,"Telluride, CO",Central Time (US & Canada)
681448833,FALSE,finalized,3,2/25/15 6:54,positive,1,,,Virgin America,,graveyardtravel,,0,"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!",,2/19/15 13:39,5.68525E+17,"Portland, Oregon",Tijuana
681448836,FALSE,finalized,3,2/25/15 5:48,negative,0.6436,Can't Tell,0.324,Virgin America,,taygarrett,,0,"@VirginAmerica seriously, though. will there not be direct flights from SFO-FLL in may???",,2/19/15 13:27,5.68522E+17,san francisco,Eastern Time (US & Canada)
681448837,FALSE,finalized,3,2/25/15 3:32,negative,0.3617,Flight Booking Problems,0.3617,Virgin America,,jamonholmgren,,0,@VirginAmerica It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3,,2/19/15 13:18,5.6852E+17,"Vancouver, WA",Arizona
681448838,FALSE,finalized,3,2/25/15 5:19,negative,1,Bad Flight,0.6723,Virgin America,,BlackFlagShoppe,,0,"@virginamerica not really the experience I was hoping 4, I ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board",,2/19/15 13:14,5.68519E+17,â€ùStraight Outta Jerseyâ€ù,Central Time (US & Canada)
681448839,FALSE,finalized,3,2/25/15 4:05,negative,0.7223,longlines,0.7223,Virgin America,,c_crubin,,0,"@VirginAmerica

wjere is our luggage #so slow at lax",,2/19/15 13:08,5.68518E+17,,London
681448840,FALSE,finalized,3,2/25/15 0:37,neutral,0.6925,,,Virgin America,,fromtheleftseat,,0,@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21,,2/19/15 13:08,5.68517E+17,Phoenix AZ,Arizona
681448841,FALSE,finalized,3,2/25/15 7:25,negative,1,Customer Service Issue,0.6581,Virgin America,,richeyvicious,,0,"@VirginAmerica I spoke with a representative that offered no solution, I am a loyal customer who flies on @VirginAtlantic as well",,2/19/15 12:45,5.68512E+17,"LES, NYC",
681448842,FALSE,finalized,3,2/25/15 8:42,negative,1,Flight Booking Problems,0.6725,Virgin America,,richeyvicious,,0,@VirginAmerica I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email,,2/19/15 12:44,5.68511E+17,"LES, NYC",
681448843,FALSE,finalized,3,2/25/15 1:14,negative,0.654,Flight Booking Problems,0.3438,Virgin America,,taygarrett,,0,"@VirginAmerica what happened to direct flights from SFO-FLL? Looking in May, only see connecting #help #dontdothistome",,2/19/15 11:46,5.68497E+17,san francisco,Eastern Time (US & Canada)
681448844,FALSE,finalized,3,2/25/15 1:01,neutral,1,,,Virgin America,,LondonBrushCo,,0,@virginamerica.. Can you help? Left my blazer in. Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax.. Flight to sfo,,2/19/15 11:42,5.68496E+17,Global,Pacific Time (US & Canada)
681448846,FALSE,finalized,3,2/25/15 3:24,neutral,1,,,Virgin America,,sapnasparikh,,0,@VirginAmerica partners with @Visa Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa,,2/19/15 11:29,5.68493E+17,new york,
681448847,FALSE,finalized,3,2/25/15 4:55,positive,1,,,Virgin America,,alexster4324,,0,"@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf",,2/19/15 11:24,5.68491E+17,,
681448848,FALSE,finalized,3,2/25/15 6:36,positive,1,,,Virgin America,,beasharif,,0,"@VirginAmerica love you guys, but pls get some direct routes LAS to AUS!",,2/19/15 11:20,5.6849E+17,The World,Pacific Time (US & Canada)
681448849,FALSE,finalized,3,2/25/15 7:17,neutral,1,,,Virgin America,,MajorPaayne,,0,@VirginAmerica i would like help with some flights please.,,2/19/15 10:53,5.68484E+17,,Central Time (US & Canada)
681448850,FALSE,finalized,3,2/25/15 3:26,neutral,0.6624,,0,Virgin America,,giannilee,,0,Bruh â€œ@VirginAmerica: @giannilee Turn down for what. #VXSafetyDanceâ€ù,,2/19/15 10:53,5.68483E+17,VFILES DJ CHAMPION,Eastern Time (US & Canada)
681448851,FALSE,finalized,3,2/25/15 6:54,positive,1,,,Virgin America,,Rgulojr,,0,@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!,,2/19/15 10:47,5.68482E+17,Chicago,Eastern Time (US & Canada)
681448852,FALSE,finalized,3,2/25/15 6:55,positive,0.6548,,,Virgin America,,_kristenicole_,,0,@VirginAmerica ok! first time flying with you tonight :),,2/19/15 10:33,5.68479E+17,â˜‚ Seattle | WA,Eastern Time (US & Canada)
681448853,FALSE,finalized,3,2/25/15 9:26,neutral,0.6696,,,Virgin America,,CuteMonsterDad,,0,@virginamerica Digging the swanky pink mood lighting during the flight from NYC to SFO.  Just needs a cabaret singer.  Think about it!,,2/19/15 10:25,5.68477E+17,3rd Planet from the Sun,Central Time (US & Canada)
681448854,FALSE,finalized,3,2/25/15 3:20,neutral,1,,,Virgin America,,chase_f,,0,"@VirginAmerica Done, but I need the receipt ASAP. Could you please help? #150219-000114",,2/19/15 10:10,5.68473E+17,"San Francisco, CA",Quito
681448855,FALSE,finalized,3,2/25/15 9:17,negative,0.6756,Can't Tell,0.6756,Virgin America,,danteusa1,,0,"@VirginAmerica I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 

http://t.co/3fq3XElbOn",,2/19/15 9:59,5.6847E+17,,
681448856,FALSE,finalized,3,2/25/15 1:14,negative,1,Bad Flight,0.6899,Virgin America,,wmrrock,,0,@VirginAmerica on VX399 from JFK to LA - dirty plane - not up to your standards.,,2/19/15 9:35,5.68464E+17,CT,Eastern Time (US & Canada)
681448857,FALSE,finalized,3,2/25/15 2:26,negative,1,Bad Flight,1,Virgin America,,wmrrock,,0,@VirginAmerica on flight VX399 headed to LA from JFK - dirtiest VA plane I have ever been on. Sad for a great airline.,"[0.0, 0.0]",2/19/15 9:32,5.68463E+17,CT,Eastern Time (US & Canada)
681448858,FALSE,finalized,3,2/25/15 9:49,positive,0.6888,,,Virgin America,,mightymeesh,,0,@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. _Ÿ˜‰,,2/19/15 9:22,5.68461E+17,San Francisco,
681448859,FALSE,finalized,3,2/25/15 1:07,negative,1,Customer Service Issue,1,Virgin America,,Matthewbenz,,0,@VirginAmerica your Avis rental continue button doesn't work on your website to book car. Tried 4 times on phone.  This sucks!,,2/19/15 9:14,5.68459E+17,San Francisco,Pacific Time (US & Canada)
681448860,FALSE,finalized,3,2/25/15 8:56,negative,1,Late Flight,1,Virgin America,,LondonBrushCo,,0,@VirginAmerica delayed to10.30!!,,2/19/15 9:08,5.68457E+17,Global,Pacific Time (US & Canada)
681448861,FALSE,finalized,3,2/25/15 2:16,negative,1,Customer Service Issue,1,Virgin America,,mightymeesh,,0,@VirginAmerica currently in minute 10 of being on hold with cust. service. Do I need to do anything to add a lap child to my reservation?,,2/19/15 9:05,5.68456E+17,San Francisco,
681448862,FALSE,finalized,3,2/25/15 1:54,neutral,0.6837,,,Virgin America,,0504Traveller,,0,"@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race 

http://t.co/SfjDuahx9Z by @skift",,2/19/15 8:50,5.68453E+17,,Central Time (US & Canada)
681448863,FALSE,finalized,3,2/25/15 4:09,positive,0.6667,,,Virgin America,,KarinSLee,,0,â€œ@VirginAmerica: @KarinSLee Of course. Have fun celebrating!â€ù Thanks! Happy Chinese New Year!,,2/19/15 8:48,5.68452E+17,all over ca,
681448864,FALSE,finalized,3,2/25/15 7:18,positive,0.6395,,,Virgin America,,EricLMitchell,,0,@VirginAmerica  Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys,,2/19/15 8:46,5.68451E+17,San Francisco,Pacific Time (US & Canada)
681448865,FALSE,finalized,3,2/25/15 1:35,negative,1,Can't Tell,1,Virgin America,,fattbelly,,0,@VirginAmerica Comenity Bank is a joke!  Please change.  Nothing but constant problems with this bank,,2/19/15 8:29,5.68447E+17,S F,
681448866,FALSE,finalized,3,2/25/15 1:53,neutral,0.6774,,0,Virgin America,,itsGREEKSAUSAGE,,0,"@VirginAmerica I just did, how can I DM? Do u have to also add me?",,2/19/15 8:01,5.6844E+17,"NY, NJ, CA, Greece",Eastern Time (US & Canada)
681448867,FALSE,finalized,3,2/25/15 8:04,positive,0.6618,,,Virgin America,,kzone7,,0,"@VirginAmerica For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",,2/19/15 7:50,5.68437E+17,"Long Island, NY",Eastern Time (US & Canada)
681448868,FALSE,finalized,3,2/25/15 8:33,positive,1,,,Virgin America,,heatherbeckel,,0,@VirginAmerica Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline &amp; yr website is BEST transactional site EVER,,2/19/15 7:38,5.68434E+17,ATX,Central Time (US & Canada)
681448869,FALSE,finalized,3,2/25/15 8:53,neutral,1,,,Virgin America,,TLoui143,,0,"@VirginAmerica Anytime, sugafly.",,2/19/15 7:29,5.68432E+17,Out to Brunch with @Kanyewest.,Central Time (US & Canada)
681448870,FALSE,finalized,3,2/25/15 5:18,positive,1,,,Virgin America,,marshman240,,0,@VirginAmerica gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!,,2/19/15 7:19,5.6843E+17,San Francisco,
681448871,FALSE,finalized,3,2/25/15 0:41,neutral,1,,,Virgin America,,chase_f,,0,@VirginAmerica I need a receipt for a flight change. Can you send one?,,2/19/15 7:13,5.68428E+17,"San Francisco, CA",Quito
681448872,FALSE,finalized,3,2/25/15 3:20,negative,1,Customer Service Issue,1,Virgin America,,hungarianhc,,0,"@VirginAmerica, I submitted a status match request a while back and still havenâ€™t heard! Iâ€™m flying on Monday. Can you look / accelerate?","[0.0, 0.0]",2/19/15 6:53,5.68423E+17,"San Francisco, CA",Alaska
681448873,FALSE,finalized,3,2/25/15 5:06,positive,1,,,Virgin America,,MarcSM,,0,@VirginAmerica had me at their safety video . . . http://t.co/CqMm7nuE9m  LOVED my first cross country flight. #livewelltraveled #sytycd,,2/19/15 5:45,5.68406E+17,"East Village, New York City",Eastern Time (US & Canada)
681448874,FALSE,finalized,3,2/25/15 9:28,positive,0.6871,,,Virgin America,,quackling,,0,@VirginAmerica that doesn't look to fat to me! It looks yummy!,,2/19/15 4:52,5.68393E+17,"Birmingham, Michigan",
681448875,FALSE,finalized,3,2/25/15 4:45,neutral,1,,,Virgin America,,tedreednc,,0,"@VirginAmerica CEO says #Southwest &amp; #jetblue have strayed from low cost model.

http://t.co/96Sctomh29",,2/19/15 4:46,5.68391E+17,"Charlotte, NC",Eastern Time (US & Canada)
681448876,FALSE,finalized,3,2/25/15 7:21,neutral,0.6811,,,Virgin America,,stevengcpa,,0,@VirginAmerica a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6,,2/19/15 4:10,5.68382E+17,California,Pacific Time (US & Canada)
681448877,FALSE,finalized,3,2/25/15 7:19,neutral,1,,,Virgin America,,DOHA_Insight,,0,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/FVUdmh27pF @TheNationalUAE,,2/19/15 3:00,5.68364E+17,"Doha, Qatar",Quito
681448878,FALSE,finalized,3,2/25/15 1:18,neutral,1,,,Virgin America,,LibyaBizInfo,,0,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/DCoBoKN7EE @TheNationalUAE,,2/19/15 2:00,5.68349E+17,Libya,
681448879,FALSE,finalized,3,2/25/15 3:08,neutral,0.7026,,0,Virgin America,,AlgeriaTweets,,0,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/vw4P4T4tLh @TheNationalUAE,,2/18/15 23:15,5.68308E+17,"Algiers, Algeria",Abu Dhabi
681448880,FALSE,finalized,3,2/25/15 5:22,positive,0.6724,,,Virgin America,,_raulll,,0,@VirginAmerica omg omg_Ÿ˜ç_Ÿ˜ç nonstop Dallas to Austin on virginâœ¨_Ÿ˜±âœˆï¸è,,2/18/15 22:58,5.68304E+17,"mckinney, tx",
681448881,FALSE,finalized,3,2/25/15 3:15,positive,1,,,Virgin America,,TLoui143,,0,@VirginAmerica Your planes are really pretty. Just thought u should know that. :),,2/18/15 21:24,5.6828E+17,Out to Brunch with @Kanyewest.,Central Time (US & Canada)
681448882,FALSE,finalized,3,2/25/15 3:40,neutral,1,,,Virgin America,,mikeb51431,,0,@VirginAmerica when are you flying to hawaii,,2/18/15 20:27,5.68266E+17,,Arizona
681448883,FALSE,finalized,3,2/25/15 2:05,negative,0.6801,Flight Booking Problems,0.6801,Virgin America,,gbone34,,0,@VirginAmerica I'm pulling my hair out trying to book a flight with u. Your site doesn't work on iPhone or iPad.don't have a computer #help,,2/18/15 20:03,5.68259E+17,,
681448884,FALSE,finalized,3,2/25/15 7:01,positive,1,,,Virgin America,,GeorgettePierre,,0,@VirginAmerica thank you,,2/18/15 19:07,5.68245E+17,your third eye...,Eastern Time (US & Canada)
681448885,FALSE,finalized,3,2/25/15 9:36,negative,0.6307,Customer Service Issue,0.6307,Virgin America,,edzme,,0,@VirginAmerica Can I get some help with a support ticket? It's been 15 days.... Incident: 150202-000419 Thank you!,,2/18/15 18:47,5.6824E+17,The other side,
681448886,FALSE,finalized,3,2/25/15 7:14,positive,1,,,Virgin America,,Joaquin68443,,0,@VirginAmerica good to be home #texas #moodlighting http://t.co/N3BVZTY3zI,,2/18/15 18:41,5.68239E+17,714 to 972,
681448888,FALSE,finalized,3,2/25/15 6:33,negative,1,Bad Flight,1,Virgin America,,contimike,,0,@VirginAmerica I cannot even open my laptop in seat 4C and I paid a premium for this?!!   Let me out of here!,,2/18/15 17:22,5.68219E+17,"New York, sort of!",
